xline_all_values,yline_all_values,X_all_values,obj1,obj2,obj3,inc
245.52002771836223,1.004254854279257e-05,"[np.float64(3.12724283879472), np.float64(0.7208878587719574), 10, 0.1, np.float64(2.6284463316334605), 0, 0]",245.52002771836223,1.004254854279257e-05,20945634.190293632,0
245.7919521559228,1.0011573573092945e-05,"[np.float64(1.7563356724752464), np.float64(1.1889197579526725), np.float64(9.104297119148185), 0.1, np.float64(5.3322649177048405), np.float64(0.08132947274168689), 0]",245.7919521559228,1.0011573573092945e-05,21474289.255831394,0
248.47472983990681,9.89879910748652e-06,"[np.float64(4.494673586732154), np.float64(2.301500301566201), np.float64(9.126129406450556), np.float64(1.749724847519487), np.float64(2.984947855864422), 0, 0]",248.47472983990681,9.89879910748652e-06,5650449.416762101,0
245.02970160280543,1.0048390033047864e-05,"[np.float64(1.6704767145384622), 0.1, 10, np.float64(0.6393841868838146), np.float64(6.067710518890102), 0, 0]",245.02970160280543,1.0048390033047864e-05,23443795.946456417,0
255.21101355429425,9.706887718644597e-06,"[np.float64(5.493822719192038), np.float64(8.61394790717634), np.float64(6.810180559222911), np.float64(7.990611546322458), np.float64(5.548408765209537), np.float64(0.20601587061601784), np.float64(0.31161024657908104)]",255.21101355429425,9.706887718644597e-06,4286911.073689177,0
246.08873878110376,9.997652797354747e-06,"[np.float64(1.8534060887320876), np.float64(1.4276922024757837), np.float64(8.817560690697265), 0.1, np.float64(5.256508373930945), np.float64(0.09531415027635065), 0]",246.08873878110376,9.997652797354747e-06,21296653.602672245,0
260.489509505743,9.598146535358695e-06,"[np.float64(0.3254283015604731), np.float64(9.424943781331919), np.float64(1.8085589909887405), np.float64(9.85957100358395), np.float64(5.770753871727253), np.float64(0.10225537989324834), np.float64(0.3063445030099386)]",260.489509505743,9.598146535358695e-06,3542742.2573261443,0
248.05383487644178,9.916855458756368e-06,"[np.float64(2.956415808767214), np.float64(2.804244053376278), np.float64(9.89590699416234), np.float64(1.1006451606055343), np.float64(5.1818364397652985), np.float64(0.00672626732503611), np.float64(0.006616919055557974)]",248.05383487644178,9.916855458756368e-06,7208182.997593243,0
256.39152103503534,9.67543958735985e-06,"[np.float64(5.290400966339105), np.float64(7.455406948746859), np.float64(6.949785554150412), np.float64(9.937055141406642), np.float64(4.369066189359672), np.float64(0.2581803642508308), np.float64(0.4055346293527695)]",256.39152103503534,9.67543958735985e-06,3774157.6604354177,0
250.8336562753515,9.8159641047539e-06,"[np.float64(3.64228650073732), np.float64(4.0971596926860565), np.float64(8.774265207894443), np.float64(3.3731821833097584), np.float64(4.878405148438887), np.float64(0.12226946288925764), np.float64(0.17130897811358087)]",250.8336562753515,9.8159641047539e-06,4581955.953277942,0
